Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
8113,255.28,159.42,2071086.64,1293374.46,777712.18
601,205.7,117.11,123625.7,70383.11,53242.59
3178,437.2,263.33,1389421.6,836862.74,552558.86
8661,9.33,6.92,80807.13,59934.12,20873.01
1899,81.73,56.67,155205.27,107616.33,47588.94
4771,47.45,31.79,226383.95,151670.09,74713.86
1189,81.73,56.67,97176.97,67380.63,29796.34
2094,205.7,117.11,430735.8,245228.34,185507.46
462,651.21,524.96,300859.02,242531.52,58327.5
6296,255.28,159.42,1607242.88,1003708.32,603534.56
1633,47.45,31.79,77485.85,51913.07,25572.78
5540,437.2,263.33,2422088,1458848.2,963239.8
9116,109.28,35.84,996196.48,326717.44,669479.04
490,421.89,364.69,206726.1,178698.1,28028
9824,154.06,90.93,1513485.44,893296.32,620189.12
4310,152.58,97.44,657619.8,419966.4,237653.4
3172,109.28,35.84,346636.16,113684.48,232951.68
2665,668.27,502.54,1780939.55,1339269.1,441670.45
1074,255.28,159.42,274170.72,171217.08,102953.64
3718,9.33,6.92,34688.94,25728.56,8960.38
7944,668.27,502.54,5308736.88,3992177.76,1316559.12
8133,668.27,502.54,5435039.91,4087157.82,1347882.09
696,9.33,6.92,6493.68,4816.32,1677.36
9075,668.27,502.54,6064550.25,4560550.5,1503999.75
8744,152.58,97.44,1334159.52,852015.36,482144.16
2207,109.28,35.84,241180.96,79098.88,162082.08
4002,9.33,6.92,37338.66,27693.84,9644.82
5695,9.33,6.92,53134.35,39409.4,13724.95
884,9.33,6.92,8247.72,6117.28,2130.44
200,205.7,117.11,41140,23422,17718
6304,9.33,6.92,58816.32,43623.68,15192.64
8889,437.2,263.33,3886270.8,2340740.37,1545530.43
9677,154.06,90.93,1490838.62,879929.61,610909.01
7424,255.28,159.42,1895198.72,1183534.08,711664.64
2916,651.21,524.96,1898928.36,1530783.36,368145
3970,109.28,35.84,433841.6,142284.8,291556.8
435,437.2,263.33,190182,114548.55,75633.45
9191,81.73,56.67,751180.43,520853.97,230326.46
9149,255.28,159.42,2335556.72,1458533.58,877023.14
6251,9.33,6.92,58321.83,43256.92,15064.91
8471,255.28,159.42,2162476.88,1350446.82,812030.06
814,437.2,263.33,355880.8,214350.62,141530.18
316,437.2,263.33,138155.2,83212.28,54942.92
1044,109.28,35.84,114088.32,37416.96,76671.36
9098,205.7,117.11,1871458.6,1065466.78,805991.82
7606,47.45,31.79,360904.7,241794.74,119109.96
1730,9.33,6.92,16140.9,11971.6,4169.3
3662,421.89,364.69,1544961.18,1335494.78,209466.4
7627,668.27,502.54,5096895.29,3832872.58,1264022.71
4878,255.28,159.42,1245255.84,777650.76,467605.08
8703,154.06,90.93,1340784.18,791363.79,549420.39
9417,109.28,35.84,1029089.76,337505.28,691584.48
9371,47.45,31.79,444653.95,297904.09,146749.86
7944,109.28,35.84,868120.32,284712.96,583407.36
6547,109.28,35.84,715456.16,234644.48,480811.68
3622,109.28,35.84,395812.16,129812.48,265999.68
9644,205.7,117.11,1983770.8,1129408.84,854361.96
2116,9.33,6.92,19742.28,14642.72,5099.56
576,668.27,502.54,384923.52,289463.04,95460.48
1589,668.27,502.54,1061881.03,798536.06,263344.97
3756,154.06,90.93,578649.36,341533.08,237116.28
2706,47.45,31.79,128399.7,86023.74,42375.96
6101,154.06,90.93,939920.06,554763.93,385156.13
8631,109.28,35.84,943195.68,309335.04,633860.64
7022,47.45,31.79,333193.9,223229.38,109964.52
5028,109.28,35.84,549459.84,180203.52,369256.32
8435,47.45,31.79,400240.75,268148.65,132092.1
60,437.2,263.33,26232,15799.8,10432.2
4753,255.28,159.42,1213345.84,757723.26,455622.58
4393,205.7,117.11,903640.1,514464.23,389175.87
2890,668.27,502.54,1931300.3,1452340.6,478959.7
1189,437.2,263.33,519830.8,313099.37,206731.43
2262,47.45,31.79,107331.9,71908.98,35422.92
6113,205.7,117.11,1257444.1,715893.43,541550.67
4780,109.28,35.84,522358.4,171315.2,351043.2
7330,205.7,117.11,1507781,858416.3,649364.7
4861,152.58,97.44,741691.38,473655.84,268035.54
5503,205.7,117.11,1131967.1,644456.33,487510.77
9417,421.89,364.69,3972938.13,3434285.73,538652.4
3795,47.45,31.79,180072.75,120643.05,59429.7
7863,47.45,31.79,373099.35,249964.77,123134.58
7873,437.2,263.33,3442075.6,2073197.09,1368878.51
2112,255.28,159.42,539151.36,336695.04,202456.32
5898,255.28,159.42,1505641.44,940259.16,565382.28
6580,651.21,524.96,4284961.8,3454236.8,830725
8536,81.73,56.67,697647.28,483735.12,213912.16
8179,81.73,56.67,668469.67,463503.93,204965.74
8951,81.73,56.67,731565.23,507253.17,224312.06
6325,81.73,56.67,516942.25,358437.75,158504.5
2806,81.73,56.67,229334.38,159016.02,70318.36
2930,651.21,524.96,1908045.3,1538132.8,369912.5
8266,47.45,31.79,392221.7,262776.14,129445.56
2410,668.27,502.54,1610530.7,1211121.4,399409.3
5994,651.21,524.96,3903352.74,3146610.24,756742.5
1678,668.27,502.54,1121357.06,843262.12,278094.94
9155,205.7,117.11,1883183.5,1072142.05,811041.45
148,109.28,35.84,16173.44,5304.32,10869.12
3413,9.33,6.92,31843.29,23617.96,8225.33
9735,668.27,502.54,6505608.45,4892226.9,1613381.55
6932,154.06,90.93,1067943.92,630326.76,437617.16
4852,437.2,263.33,2121294.4,1277677.16,843617.24
375,154.06,90.93,57772.5,34098.75,23673.75
2413,81.73,56.67,197214.49,136744.71,60469.78
6908,255.28,159.42,1763474.24,1101273.36,662200.88
1833,205.7,117.11,377048.1,214662.63,162385.47
2194,152.58,97.44,334760.52,213783.36,120977.16
5026,668.27,502.54,3358725.02,2525766.04,832958.98
4397,437.2,263.33,1922368.4,1157862.01,764506.39
6405,109.28,35.84,699938.4,229555.2,470383.2
4181,255.28,159.42,1067325.68,666535.02,400790.66
2885,255.28,159.42,736482.8,459926.7,276556.1
4710,437.2,263.33,2059212,1240284.3,818927.7
3880,651.21,524.96,2526694.8,2036844.8,489850
1649,205.7,117.11,339199.3,193114.39,146084.91
1303,47.45,31.79,61827.35,41422.37,20404.98
3160,205.7,117.11,650012,370067.6,279944.4
9569,9.33,6.92,89278.77,66217.48,23061.29
9910,9.33,6.92,92460.3,68577.2,23883.1
5593,668.27,502.54,3737634.11,2810706.22,926927.89
5061,9.33,6.92,47219.13,35022.12,12197.01
8787,651.21,524.96,5722182.27,4612823.52,1109358.75
4277,109.28,35.84,467390.56,153287.68,314102.88
1067,651.21,524.96,694841.07,560132.32,134708.75
5723,47.45,31.79,271556.35,181934.17,89622.18
6845,9.33,6.92,63863.85,47367.4,16496.45
63,109.28,35.84,6884.64,2257.92,4626.72
3037,651.21,524.96,1977724.77,1594303.52,383421.25
460,437.2,263.33,201112,121131.8,79980.2
9056,47.45,31.79,429707.2,287890.24,141816.96
2579,81.73,56.67,210781.67,146151.93,64629.74
6816,109.28,35.84,744852.48,244285.44,500567.04
4584,154.06,90.93,706211.04,416823.12,289387.92
732,668.27,502.54,489173.64,367859.28,121314.36
7139,154.06,90.93,1099834.34,649149.27,450685.07
7717,152.58,97.44,1177459.86,751944.48,425515.38
3408,81.73,56.67,278535.84,193131.36,85404.48
7186,81.73,56.67,587311.78,407230.62,180081.16
9056,154.06,90.93,1395167.36,823462.08,571705.28
1053,152.58,97.44,160666.74,102604.32,58062.42
2245,205.7,117.11,461796.5,262911.95,198884.55
3731,205.7,117.11,767466.7,436937.41,330529.29
3640,109.28,35.84,397779.2,130457.6,267321.6
2134,152.58,97.44,325605.72,207936.96,117668.76
6406,437.2,263.33,2800703.2,1686891.98,1113811.22
5678,9.33,6.92,52975.74,39291.76,13683.98
6206,152.58,97.44,946911.48,604712.64,342198.84
6275,437.2,263.33,2743430,1652395.75,1091034.25
1204,255.28,159.42,307357.12,191941.68,115415.44
8340,154.06,90.93,1284860.4,758356.2,526504.2
2064,668.27,502.54,1379309.28,1037242.56,342066.72
8787,205.7,117.11,1807485.9,1029045.57,778440.33
1952,109.28,35.84,213314.56,69959.68,143354.88
7031,81.73,56.67,574643.63,398446.77,176196.86
6529,668.27,502.54,4363134.83,3281083.66,1082051.17
4984,109.28,35.84,544651.52,178626.56,366024.96
3962,109.28,35.84,432967.36,141998.08,290969.28
7061,437.2,263.33,3087069.2,1859373.13,1227696.07
4913,47.45,31.79,233121.85,156184.27,76937.58
177,154.06,90.93,27268.62,16094.61,11174.01
2546,205.7,117.11,523712.2,298162.06,225550.14
3745,651.21,524.96,2438781.45,1965975.2,472806.25
2527,109.28,35.84,276150.56,90567.68,185582.88
9679,437.2,263.33,4231658.8,2548771.07,1682887.73
3018,205.7,117.11,620802.6,353437.98,267364.62
2394,651.21,524.96,1558996.74,1256754.24,302242.5
4685,9.33,6.92,43711.05,32420.2,11290.85
8803,651.21,524.96,5732601.63,4621222.88,1111378.75
690,47.45,31.79,32740.5,21935.1,10805.4
8320,651.21,524.96,5418067.2,4367667.2,1050400
6699,668.27,502.54,4476740.73,3366515.46,1110225.27
2861,9.33,6.92,26693.13,19798.12,6895.01
874,152.58,97.44,133354.92,85162.56,48192.36
6837,668.27,502.54,4568961.99,3435865.98,1133096.01
3881,154.06,90.93,597906.86,352899.33,245007.53
7165,255.28,159.42,1829081.2,1142244.3,686836.9
8883,255.28,159.42,2267652.24,1416127.86,851524.38
3257,154.06,90.93,501773.42,296159.01,205614.41
1544,154.06,90.93,237868.64,140395.92,97472.72
7028,109.28,35.84,768019.84,251883.52,516136.32
28,668.27,502.54,18711.56,14071.12,4640.44
2892,109.28,35.84,316037.76,103649.28,212388.48
5000,47.45,31.79,237250,158950,78300
7763,109.28,35.84,848340.64,278225.92,570114.72
9624,255.28,159.42,2456814.72,1534258.08,922556.64
1055,255.28,159.42,269320.4,168188.1,101132.3
9563,651.21,524.96,6227521.23,5020192.48,1207328.75
4683,154.06,90.93,721462.98,425825.19,295637.79
2982,154.06,90.93,459406.92,271153.26,188253.66
3059,651.21,524.96,1992051.39,1605852.64,386198.75
544,47.45,31.79,25812.8,17293.76,8519.04
3098,668.27,502.54,2070300.46,1556868.92,513431.54
5414,152.58,97.44,826068.12,527540.16,298527.96
4215,437.2,263.33,1842798,1109935.95,732862.05
3256,668.27,502.54,2175887.12,1636270.24,539616.88
8323,152.58,97.44,1269923.34,810993.12,458930.22
2234,668.27,502.54,1492915.18,1122674.36,370240.82
9837,651.21,524.96,6405952.77,5164031.52,1241921.25
3011,152.58,97.44,459418.38,293391.84,166026.54
5669,9.33,6.92,52891.77,39229.48,13662.29
8753,205.7,117.11,1800492.1,1025063.83,775428.27
5236,421.89,364.69,2209016.04,1909516.84,299499.2
5123,152.58,97.44,781667.34,499185.12,282482.22
450,255.28,159.42,114876,71739,43137
285,154.06,90.93,43907.1,25915.05,17992.05
5726,421.89,364.69,2415742.14,2088214.94,327527.2
4903,668.27,502.54,3276527.81,2463953.62,812574.19
7977,651.21,524.96,5194702.17,4187605.92,1007096.25
2141,81.73,56.67,174983.93,121330.47,53653.46
6618,109.28,35.84,723215.04,237189.12,486025.92
7663,668.27,502.54,5120953.01,3850964.02,1269988.99
3563,81.73,56.67,291203.99,201915.21,89288.78
9634,205.7,117.11,1981713.8,1128237.74,853476.06
3226,651.21,524.96,2100803.46,1693520.96,407282.5
8718,255.28,159.42,2225531.04,1389823.56,835707.48
2521,109.28,35.84,275494.88,90352.64,185142.24
8077,205.7,117.11,1661438.9,945897.47,715541.43
862,109.28,35.84,94199.36,30894.08,63305.28
3378,47.45,31.79,160286.1,107386.62,52899.48
162,9.33,6.92,1511.46,1121.04,390.42
2783,109.28,35.84,304126.24,99742.72,204383.52
4838,47.45,31.79,229563.1,153800.02,75763.08
6956,81.73,56.67,568513.88,394196.52,174317.36
1801,9.33,6.92,16803.33,12462.92,4340.41
9063,154.06,90.93,1396245.78,824098.59,572147.19
466,9.33,6.92,4347.78,3224.72,1123.06
4766,154.06,90.93,734249.96,433372.38,300877.58
2748,152.58,97.44,419289.84,267765.12,151524.72
2230,255.28,159.42,569274.4,355506.6,213767.8
3061,109.28,35.84,334506.08,109706.24,224799.84
2119,154.06,90.93,326453.14,192680.67,133772.47
8317,651.21,524.96,5416113.57,4366092.32,1050021.25
7597,255.28,159.42,1939362.16,1211113.74,728248.42
7933,152.58,97.44,1210417.14,772991.52,437425.62
4328,109.28,35.84,472963.84,155115.52,317848.32
3820,205.7,117.11,785774,447360.2,338413.8
476,668.27,502.54,318096.52,239209.04,78887.48
395,668.27,502.54,263966.65,198503.3,65463.35
6706,152.58,97.44,1023201.48,653432.64,369768.84
4570,205.7,117.11,940049,535192.7,404856.3
6180,255.28,159.42,1577630.4,985215.6,592414.8
5760,421.89,364.69,2430086.4,2100614.4,329472
4564,109.28,35.84,498753.92,163573.76,335180.16
5879,668.27,502.54,3928759.33,2954432.66,974326.67
21,154.06,90.93,3235.26,1909.53,1325.73
9341,651.21,524.96,6082952.61,4903651.36,1179301.25
3216,152.58,97.44,490697.28,313367.04,177330.24
3059,205.7,117.11,629236.3,358239.49,270996.81
7312,47.45,31.79,346954.4,232448.48,114505.92
6449,152.58,97.44,983988.42,628390.56,355597.86
7974,9.33,6.92,74397.42,55180.08,19217.34
1424,421.89,364.69,600771.36,519318.56,81452.8
3365,47.45,31.79,159669.25,106973.35,52695.9
2398,109.28,35.84,262053.44,85944.32,176109.12
4150,437.2,263.33,1814380,1092819.5,721560.5
6285,205.7,117.11,1292824.5,736036.35,556788.15
3493,81.73,56.67,285482.89,197948.31,87534.58
2499,81.73,56.67,204243.27,141618.33,62624.94
7058,152.58,97.44,1076909.64,687731.52,389178.12
2955,437.2,263.33,1291926,778140.15,513785.85
3008,437.2,263.33,1315097.6,792096.64,523000.96
2066,651.21,524.96,1345399.86,1084567.36,260832.5
2008,81.73,56.67,164113.84,113793.36,50320.48
6746,152.58,97.44,1029304.68,657330.24,371974.44
7223,152.58,97.44,1102085.34,703809.12,398276.22
6410,81.73,56.67,523889.3,363254.7,160634.6
4315,651.21,524.96,2809971.15,2265202.4,544768.75
2972,651.21,524.96,1935396.12,1560181.12,375215
1449,109.28,35.84,158346.72,51932.16,106414.56
845,437.2,263.33,369434,222513.85,146920.15
9290,109.28,35.84,1015211.2,332953.6,682257.6
6944,437.2,263.33,3035916.8,1828563.52,1207353.28
1001,437.2,263.33,437637.2,263593.33,174043.87
683,421.89,364.69,288150.87,249083.27,39067.6
2246,668.27,502.54,1500934.42,1128704.84,372229.58
3976,437.2,263.33,1738307.2,1047000.08,691307.12
1190,651.21,524.96,774939.9,624702.4,150237.5
1236,109.28,35.84,135070.08,44298.24,90771.84
8496,421.89,364.69,3584377.44,3098406.24,485971.2
9379,668.27,502.54,6267704.33,4713322.66,1554381.67
7328,81.73,56.67,598917.44,415277.76,183639.68
7817,205.7,117.11,1607956.9,915448.87,692508.03
3351,154.06,90.93,516255.06,304706.43,211548.63
8466,255.28,159.42,2161200.48,1349649.72,811550.76
4729,255.28,159.42,1207219.12,753897.18,453321.94
5739,47.45,31.79,272315.55,182442.81,89872.74
2125,421.89,364.69,896516.25,774966.25,121550
6550,9.33,6.92,61111.5,45326,15785.5
8704,109.28,35.84,951173.12,311951.36,639221.76
313,9.33,6.92,2920.29,2165.96,754.33
130,437.2,263.33,56836,34232.9,22603.1
8942,109.28,35.84,977181.76,320481.28,656700.48
4567,205.7,117.11,939431.9,534841.37,404590.53
6852,154.06,90.93,1055619.12,623052.36,432566.76
2679,81.73,56.67,218954.67,151818.93,67135.74
957,81.73,56.67,78215.61,54233.19,23982.42
7629,154.06,90.93,1175323.74,693704.97,481618.77
670,421.89,364.69,282666.3,244342.3,38324
5083,47.45,31.79,241188.35,161588.57,79599.78
7905,205.7,117.11,1626058.5,925754.55,700303.95
3204,668.27,502.54,2141137.08,1610138.16,530998.92
7077,47.45,31.79,335803.65,224977.83,110825.82
2656,421.89,364.69,1120539.84,968616.64,151923.2
5100,651.21,524.96,3321171,2677296,643875
6603,437.2,263.33,2886831.6,1738767.99,1148063.61
1388,109.28,35.84,151680.64,49745.92,101934.72
709,651.21,524.96,461707.89,372196.64,89511.25
7854,152.58,97.44,1198363.32,765293.76,433069.56
3139,9.33,6.92,29286.87,21721.88,7564.99
8914,154.06,90.93,1373290.84,810550.02,562740.82
4557,47.45,31.79,216229.65,144867.03,71362.62
1480,81.73,56.67,120960.4,83871.6,37088.8
8126,205.7,117.11,1671518.2,951635.86,719882.34
4967,109.28,35.84,542793.76,178017.28,364776.48
9510,9.33,6.92,88728.3,65809.2,22919.1
1290,109.28,35.84,140971.2,46233.6,94737.6
6874,109.28,35.84,751190.72,246364.16,504826.56
4861,154.06,90.93,748885.66,442010.73,306874.93
882,668.27,502.54,589414.14,443240.28,146173.86
2596,109.28,35.84,283690.88,93040.64,190650.24
4697,668.27,502.54,3138864.19,2360430.38,778433.81
3908,437.2,263.33,1708577.6,1029093.64,679483.96
3984,9.33,6.92,37170.72,27569.28,9601.44
711,81.73,56.67,58110.03,40292.37,17817.66
6907,152.58,97.44,1053870.06,673018.08,380851.98
7420,81.73,56.67,606436.6,420491.4,185945.2
4130,651.21,524.96,2689497.3,2168084.8,521412.5
948,81.73,56.67,77480.04,53723.16,23756.88
8817,668.27,502.54,5892136.59,4430895.18,1461241.41
710,152.58,97.44,108331.8,69182.4,39149.4
6632,9.33,6.92,61876.56,45893.44,15983.12
8619,255.28,159.42,2200258.32,1374040.98,826217.34
5739,154.06,90.93,884150.34,521847.27,362303.07
9090,255.28,159.42,2320495.2,1449127.8,871367.4
6803,255.28,159.42,1736669.84,1084534.26,652135.58
9037,205.7,117.11,1858910.9,1058323.07,800587.83
2986,255.28,159.42,762266.08,476028.12,286237.96
7874,651.21,524.96,5127627.54,4133535.04,994092.5
9954,47.45,31.79,472317.3,316437.66,155879.64
7514,47.45,31.79,356539.3,238870.06,117669.24
5870,47.45,31.79,278531.5,186607.3,91924.2
2372,437.2,263.33,1037038.4,624618.76,412419.64
1399,437.2,263.33,611642.8,368398.67,243244.13
9362,109.28,35.84,1023079.36,335534.08,687545.28
9704,154.06,90.93,1494998.24,882384.72,612613.52
7898,668.27,502.54,5277996.46,3969060.92,1308935.54
6450,47.45,31.79,306052.5,205045.5,101007
9895,152.58,97.44,1509779.1,964168.8,545610.3
9800,154.06,90.93,1509788,891114,618674
9765,255.28,159.42,2492809.2,1556736.3,936072.9
419,81.73,56.67,34244.87,23744.73,10500.14
4423,421.89,364.69,1866019.47,1613023.87,252995.6
1471,154.06,90.93,226622.26,133758.03,92864.23
3284,651.21,524.96,2138573.64,1723968.64,414605
8619,437.2,263.33,3768226.8,2269641.27,1498585.53
8262,109.28,35.84,902871.36,296110.08,606761.28
29,651.21,524.96,18885.09,15223.84,3661.25
3769,437.2,263.33,1647806.8,992490.77,655316.03
6363,205.7,117.11,1308869.1,745170.93,563698.17
6721,47.45,31.79,318911.45,213660.59,105250.86
786,152.58,97.44,119927.88,76587.84,43340.04
6532,154.06,90.93,1006319.92,593954.76,412365.16
8963,154.06,90.93,1380839.78,815005.59,565834.19
5115,9.33,6.92,47722.95,35395.8,12327.15
9056,152.58,97.44,1381764.48,882416.64,499347.84
6885,154.06,90.93,1060703.1,626053.05,434650.05
1731,154.06,90.93,266677.86,157399.83,109278.03
8755,255.28,159.42,2234976.4,1395722.1,839254.3
151,81.73,56.67,12341.23,8557.17,3784.06
141,9.33,6.92,1315.53,975.72,339.81
9980,437.2,263.33,4363256,2628033.4,1735222.6
2955,437.2,263.33,1291926,778140.15,513785.85
9382,154.06,90.93,1445390.92,853105.26,592285.66
1612,651.21,524.96,1049750.52,846235.52,203515
9022,437.2,263.33,3944418.4,2375763.26,1568655.14
3026,9.33,6.92,28232.58,20939.92,7292.66
2064,154.06,90.93,317979.84,187679.52,130300.32
6611,47.45,31.79,313691.95,210163.69,103528.26
4171,651.21,524.96,2716196.91,2189608.16,526588.75
4281,9.33,6.92,39941.73,29624.52,10317.21
3507,109.28,35.84,383244.96,125690.88,257554.08
450,255.28,159.42,114876,71739,43137
738,9.33,6.92,6885.54,5106.96,1778.58
2032,421.89,364.69,857280.48,741050.08,116230.4
9026,152.58,97.44,1377187.08,879493.44,497693.64
8442,255.28,159.42,2155073.76,1345823.64,809250.12
4036,47.45,31.79,191508.2,128304.44,63203.76
1593,9.33,6.92,14862.69,11023.56,3839.13
3931,109.28,35.84,429579.68,140887.04,288692.64
5899,255.28,159.42,1505896.72,940418.58,565478.14
9377,421.89,364.69,3956062.53,3419698.13,536364.4
8275,81.73,56.67,676315.75,468944.25,207371.5
3537,152.58,97.44,539675.46,344645.28,195030.18
8135,9.33,6.92,75899.55,56294.2,19605.35
2074,9.33,6.92,19350.42,14352.08,4998.34
7392,152.58,97.44,1127871.36,720276.48,407594.88
3154,437.2,263.33,1378928.8,830542.82,548385.98
460,255.28,159.42,117428.8,73333.2,44095.6
7440,651.21,524.96,4845002.4,3905702.4,939300
4255,437.2,263.33,1860286,1120469.15,739816.85
8096,255.28,159.42,2066746.88,1290664.32,776082.56
8189,421.89,364.69,3454857.21,2986446.41,468410.8
787,9.33,6.92,7342.71,5446.04,1896.67
4177,152.58,97.44,637326.66,407006.88,230319.78
3676,81.73,56.67,300439.48,208318.92,92120.56
6633,152.58,97.44,1012063.14,646319.52,365743.62
7427,255.28,159.42,1895964.56,1184012.34,711952.22
2470,255.28,159.42,630541.6,393767.4,236774.2
5205,437.2,263.33,2275626,1370632.65,904993.35
1104,651.21,524.96,718935.84,579555.84,139380
2673,109.28,35.84,292105.44,95800.32,196305.12
4448,255.28,159.42,1135485.44,709100.16,426385.28
7996,47.45,31.79,379410.2,254192.84,125217.36
6916,154.06,90.93,1065478.96,628871.88,436607.08
1838,152.58,97.44,280442.04,179094.72,101347.32
5422,47.45,31.79,257273.9,172365.38,84908.52
7362,205.7,117.11,1514363.4,862163.82,652199.58
9381,152.58,97.44,1431352.98,914084.64,517268.34
233,651.21,524.96,151731.93,122315.68,29416.25
706,255.28,159.42,180227.68,112550.52,67677.16
8615,47.45,31.79,408781.75,273870.85,134910.9
3811,205.7,117.11,783922.7,446306.21,337616.49
3172,668.27,502.54,2119752.44,1594056.88,525695.56
5611,421.89,364.69,2367224.79,2046275.59,320949.2
7068,421.89,364.69,2981918.52,2577628.92,404289.6
5519,651.21,524.96,3594027.99,2897254.24,696773.75
5967,47.45,31.79,283134.15,189690.93,93443.22
5450,668.27,502.54,3642071.5,2738843,903228.5
8033,9.33,6.92,74947.89,55588.36,19359.53
9817,47.45,31.79,465816.65,312082.43,153734.22
3931,651.21,524.96,2559906.51,2063617.76,496288.75
5535,668.27,502.54,3698874.45,2781558.9,917315.55
6823,437.2,263.33,2983015.6,1796700.59,1186315.01
